Entity,Code,Year,Gini coefficient (2021 prices),World regions according to OWID
Democratic Republic of Congo,COD,2020,0.4467324,
Democratic Republic of Congo,COD,2023,,Africa
Democratic Republic of Vietnam,,2023,,Asia
Denmark,DNK,1987,0.2623234,
Denmark,DNK,1992,0.24691045,
Denmark,DNK,1995,0.22955896,
Denmark,DNK,2000,0.2376632,
Denmark,DNK,2003,0.2563104,
Denmark,DNK,2004,0.24911796,
Denmark,DNK,2005,0.25186387,
Denmark,DNK,2006,0.25913078,
Denmark,DNK,2007,0.26184258,
Denmark,DNK,2008,0.25246271,
Denmark,DNK,2009,0.26701194,
Denmark,DNK,2010,0.2719856,
Denmark,DNK,2011,0.27311745,
Denmark,DNK,2012,0.2779075,
Denmark,DNK,2013,0.28542548,
Denmark,DNK,2014,0.2835288,
Denmark,DNK,2015,0.28177243,
Denmark,DNK,2016,0.28187442,
Denmark,DNK,2017,0.28746662,
Denmark,DNK,2018,0.28165728,
Denmark,DNK,2019,0.27723315,
Denmark,DNK,2020,0.27503937,
Denmark,DNK,2021,0.28323492,
Denmark,DNK,2022,0.29259402,
Denmark,DNK,2023,0.2992485,Europe
Djibouti,DJI,2002,0.39997378,
Djibouti,DJI,2012,0.4510654,
Djibouti,DJI,2013,0.44118604,
Djibouti,DJI,2017,0.41586015,
Djibouti,DJI,2023,,Africa
Dominica,DMA,2023,,North America
Dominican Republic,DOM,1986,0.47780794,
Dominican Republic,DOM,1989,0.5044813,
Dominican Republic,DOM,1992,0.5105342,
Dominican Republic,DOM,1996,0.47420478,
Dominican Republic,DOM,1997,0.4890393,
Dominican Republic,DOM,2000,0.51514596,
Dominican Republic,DOM,2001,0.49999,
Dominican Republic,DOM,2002,0.4967226,
Dominican Republic,DOM,2003,0.5212065,
Dominican Republic,DOM,2004,0.520509,
Dominican Republic,DOM,2005,0.49965227,
Dominican Republic,DOM,2006,0.51961297,
Dominican Republic,DOM,2007,0.48855639,
Dominican Republic,DOM,2008,0.48107606,
Dominican Republic,DOM,2009,0.48875666,
Dominican Republic,DOM,2010,0.47325945,
Dominican Republic,DOM,2011,0.47706905,
Dominican Republic,DOM,2012,0.46133542,
Dominican Republic,DOM,2013,0.47656393,
Dominican Republic,DOM,2014,0.44279468,
Dominican Republic,DOM,2015,0.45181024,
Dominican Republic,DOM,2016,0.45722714,
Dominican Republic,DOM,2017,0.4219328,
Dominican Republic,DOM,2018,0.43686157,
Dominican Republic,DOM,2019,0.41917238,
Dominican Republic,DOM,2020,0.39628673,
Dominican Republic,DOM,2021,0.38529354,
Dominican Republic,DOM,2022,0.369794,
Dominican Republic,DOM,2023,0.38397565,North America
Dominican Republic,DOM,2024,0.38971257,
Duchy of Modena and Reggio,,2023,,Europe
Duchy of Parma and Piacenza,,2023,,Europe
East Germany,OWID_GDR,2023,,Europe
East Timor,TLS,2001,0.35935292,
East Timor,TLS,2007,0.27823317,
East Timor,TLS,2014,0.28652927,
East Timor,TLS,2023,,Asia
Ecuador,ECU,1994,0.5333368,
Ecuador,ECU,1999,0.5857383,
Ecuador,ECU,2000,0.5630455,
Ecuador,ECU,2003,0.5351476,
Ecuador,ECU,2004,0.53891784,
Ecuador,ECU,2005,0.530574,
Ecuador,ECU,2006,0.5225062,
Ecuador,ECU,2007,0.53355306,
Ecuador,ECU,2008,0.4978813,
Ecuador,ECU,2009,0.4849893,
Ecuador,ECU,2010,0.48800084,
Ecuador,ECU,2011,0.45871636,
Ecuador,ECU,2012,0.46109542,
Ecuador,ECU,2013,0.46862498,
Ecuador,ECU,2014,0.4499268,
Ecuador,ECU,2015,0.4595101,
Ecuador,ECU,2016,0.45016456,
Ecuador,ECU,2017,0.44670117,
Ecuador,ECU,2018,0.4543803,
Ecuador,ECU,2019,0.4571004,
Ecuador,ECU,2020,0.47309673,
Ecuador,ECU,2021,0.45797622,
Ecuador,ECU,2022,0.4546512,
Ecuador,ECU,2023,0.44579554,South America
Ecuador,ECU,2024,0.45195475,
Ecuador (urban),,1987,0.5048004,
Ecuador (urban),,1995,0.50834566,
Ecuador (urban),,1998,0.49607277,
Egypt,EGY,1990,0.3200394,
Egypt,EGY,1995,0.3008284,
Egypt,EGY,1999,0.30834845,
Egypt,EGY,2004,0.31847546,
Egypt,EGY,2008,0.31102437,
Egypt,EGY,2010,0.30191457,
Egypt,EGY,2012,0.28292203,
Egypt,EGY,2015,0.31823358,
Egypt,EGY,2017,0.31533954,
Egypt,EGY,2019,0.3189325,
Egypt,EGY,2021,0.28482038,
Egypt,EGY,2023,,Africa
El Salvador,SLV,1989,0.48709404,
El Salvador,SLV,1991,0.53787655,
El Salvador,SLV,1995,0.49846727,
El Salvador,SLV,1996,0.5095692,
El Salvador,SLV,1998,0.5437271,
El Salvador,SLV,1999,0.52075946,
El Salvador,SLV,2000,0.5146319,
El Salvador,SLV,2001,0.5134626,
El Salvador,SLV,2002,0.518506,
El Salvador,SLV,2003,0.5043299,
El Salvador,SLV,2004,0.47798017,
El Salvador,SLV,2005,0.48471633,
El Salvador,SLV,2006,0.4568923,
El Salvador,SLV,2007,0.4521747,
El Salvador,SLV,2008,0.4688559,
El Salvador,SLV,2009,0.4582484,
El Salvador,SLV,2010,0.4351326,
El Salvador,SLV,2011,0.42317978,
El Salvador,SLV,2012,0.41828832,
El Salvador,SLV,2013,0.4335865,
El Salvador,SLV,2014,0.4155944,
El Salvador,SLV,2015,0.40551814,
El Salvador,SLV,2016,0.39978543,
El Salvador,SLV,2017,0.38007152,
El Salvador,SLV,2018,0.38610572,
El Salvador,SLV,2019,0.38778764,
El Salvador,SLV,2021,0.39010632,
El Salvador,SLV,2022,0.38753,
El Salvador,SLV,2023,0.39802378,North America
Equatorial Guinea,GNQ,2022,0.38542363,
Equatorial Guinea,GNQ,2023,,Africa
Eritrea,ERI,2023,,Africa
Estonia,EST,1993,0.39427334,
Estonia,EST,2003,0.37194708,
Estonia,EST,2004,0.3355925,
Estonia,EST,2005,0.33446768,
Estonia,EST,2006,0.33667657,
Estonia,EST,2007,0.3117838,
Estonia,EST,2008,0.3191497,
Estonia,EST,2009,0.31442666,
Estonia,EST,2010,0.31999838,
Estonia,EST,2011,0.3248838,
Estonia,EST,2012,0.32913485,
Estonia,EST,2013,0.3507549,
Estonia,EST,2014,0.3458778,
Estonia,EST,2015,0.32667875,
Estonia,EST,2016,0.31194672,
Estonia,EST,2017,0.30354282,
Estonia,EST,2018,0.303201,
Estonia,EST,2019,0.30765346,
Estonia,EST,2020,0.30737072,
Estonia,EST,2021,0.3183396,
Estonia,EST,2022,0.32252404,
Estonia,EST,2023,0.30707377,Europe
Eswatini,SWZ,1994,0.5871373,
Eswatini,SWZ,2000,0.5311352,
Eswatini,SWZ,2009,0.5144217,
Eswatini,SWZ,2016,0.54579794,
Eswatini,SWZ,2023,,Africa
Ethiopia,ETH,1995,0.44563574,
Ethiopia,ETH,1999,0.29975796,
Ethiopia,ETH,2004,0.29806852,
Ethiopia,ETH,2010,0.33170602,
Ethiopia,ETH,2015,0.34993124,
Ethiopia,ETH,2021,0.31141794,
Ethiopia,ETH,2023,,Africa
Ethiopia (former),OWID_ERE,2023,,Africa
Ethiopia (rural),,1981,0.30980363,
Falkland Islands,FLK,2023,,South America
Faroe Islands,FRO,2023,,Europe
Federal Republic of Central America,,2023,,North America
Fiji,FJI,2002,0.38102055,
Fiji,FJI,2008,0.40375587,
Fiji,FJI,2013,0.36696598,
Fiji,FJI,2019,0.30706868,
Fiji,FJI,2023,,Oceania
Finland,FIN,1987,0.22171399,
Finland,FIN,1991,0.22879761,
Finland,FIN,1995,0.23459136,
Finland,FIN,2000,0.27156627,
Finland,FIN,2003,0.2768643,
Finland,FIN,2004,0.27897653,
Finland,FIN,2005,0.27619493,
Finland,FIN,2006,0.27998725,
Finland,FIN,2007,0.28285563,
Finland,FIN,2008,0.27838135,
Finland,FIN,2009,0.27455276,
Finland,FIN,2010,0.27713963,
Finland,FIN,2011,0.2764265,
Finland,FIN,2012,0.2709638,
Finland,FIN,2013,0.27193668,
Finland,FIN,2014,0.26776806,
Finland,FIN,2015,0.27101812,
Finland,FIN,2016,0.27078423,
Finland,FIN,2017,0.27382833,
Finland,FIN,2018,0.2732957,
Finland,FIN,2019,0.27737126,
Finland,FIN,2020,0.27091044,
Finland,FIN,2021,0.27708507,
Finland,FIN,2022,0.27925923,
Finland,FIN,2023,0.27399832,Europe
France,FRA,1970,0.37145555,
France,FRA,1975,0.35918272,
France,FRA,1979,0.34042618,
France,FRA,1984,0.3339817,
France,FRA,1990,0.32119063,
France,FRA,1996,0.32016575,
France,FRA,1997,0.3190015,
France,FRA,1998,0.31657764,
France,FRA,1999,0.32499772,
France,FRA,2000,0.32553056,
France,FRA,2001,0.3253329,
France,FRA,2002,0.31778157,
France,FRA,2003,0.31411055,
France,FRA,2004,0.30647257,
France,FRA,2005,0.29833868,
France,FRA,2006,0.29691088,
France,FRA,2007,0.32427707,
France,FRA,2008,0.32996443,
France,FRA,2009,0.3266122,
France,FRA,2010,0.3372042,
France,FRA,2011,0.3329475,
France,FRA,2012,0.3311486,
France,FRA,2013,0.32512555,
France,FRA,2014,0.32262158,
France,FRA,2015,0.3270423,
France,FRA,2016,0.31923518,
France,FRA,2017,0.3163205,
France,FRA,2018,0.32380664,
France,FRA,2019,0.31199566,
France,FRA,2020,0.3066147,
France,FRA,2021,0.31500956,
France,FRA,2022,0.3123691,
France,FRA,2023,0.3180931,Europe
French Guiana,GUF,2023,,South America
French Polynesia,PYF,2023,,Oceania
Gabon,GAB,2005,0.42184988,
Gabon,GAB,2017,0.38024372,
Gabon,GAB,2023,,Africa
Gambia,GMB,1998,0.48322016,
Gambia,GMB,2003,0.47315526,
Gambia,GMB,2010,0.4356842,
Gambia,GMB,2015,0.35918832,
Gambia,GMB,2020,0.38757205,
Gambia,GMB,2023,,Africa
Georgia,GEO,1996,0.37132707,
Georgia,GEO,1997,0.40680897,
Georgia,GEO,1998,0.41227973,
Georgia,GEO,1999,0.4012637,
Georgia,GEO,2000,0.4045737,
Georgia,GEO,2001,0.39555073,
Georgia,GEO,2002,0.3724569,
Georgia,GEO,2003,0.36649796,
Georgia,GEO,2004,0.3616829,
Georgia,GEO,2005,0.3737492,
Georgia,GEO,2006,0.36865136,
Georgia,GEO,2007,0.38107985,
Georgia,GEO,2008,0.38532415,
Georgia,GEO,2009,0.38234505,
Georgia,GEO,2010,0.39458388,
Georgia,GEO,2011,0.39593115,
Georgia,GEO,2012,0.3895387,
Georgia,GEO,2013,0.38588786,
Georgia,GEO,2014,0.37554133,
Georgia,GEO,2015,0.36503676,
Georgia,GEO,2016,0.3663965,
Georgia,GEO,2017,0.37939575,
Georgia,GEO,2018,0.36411363,
Georgia,GEO,2019,0.35900697,
Georgia,GEO,2020,0.3446497,
Georgia,GEO,2021,0.34178445,
Georgia,GEO,2022,0.33500025,
Georgia,GEO,2023,0.34756896,Asia
Georgia,GEO,2024,0.33853805,
Germany,DEU,1991,0.29492873,
Germany,DEU,1992,0.2907326,
Germany,DEU,1993,0.28612086,
Germany,DEU,1994,0.29159415,
Germany,DEU,1995,0.28811273,
Germany,DEU,1996,0.27993777,
Germany,DEU,1997,0.28246725,
Germany,DEU,1998,0.2827037,
Germany,DEU,1999,0.29047978,
Germany,DEU,2000,0.2888814,
Germany,DEU,2001,0.29949388,
Germany,DEU,2002,0.29810533,
Germany,DEU,2003,0.2980293,
Germany,DEU,2004,0.30192587,
Germany,DEU,2005,0.31704092,
Germany,DEU,2006,0.3104196,
Germany,DEU,2007,0.3117709,
Germany,DEU,2008,0.30800265,
Germany,DEU,2009,0.30479428,
Germany,DEU,2010,0.30218413,
Germany,DEU,2011,0.30610505,
Germany,DEU,2012,0.3105579,
Germany,DEU,2013,0.31453598,
Germany,DEU,2014,0.30847794,
Germany,DEU,2015,0.31653914,
Germany,DEU,2016,0.3141309,
Germany,DEU,2017,0.31314865,
Germany,DEU,2018,0.31872115,
Germany,DEU,2019,0.31780925,
Germany,DEU,2020,0.3243345,
Germany,DEU,2023,,Europe
Ghana,GHA,1987,0.35349578,
Ghana,GHA,1988,0.3599354,
Ghana,GHA,1991,0.38431713,
Ghana,GHA,1998,0.40071207,
Ghana,GHA,2005,0.42756242,
Ghana,GHA,2012,0.42371643,
Ghana,GHA,2016,0.43508595,
Ghana,GHA,2023,,Africa
Gibraltar,GIB,2023,,Europe
Grand Duchy of Baden,,2023,,Europe
Grand Duchy of Tuscany,,2023,,Europe
Great Colombia,,2023,,South America
Greece,GRC,1995,0.36966342,
Greece,GRC,2000,0.3444035,
Greece,GRC,2002,0.3552098,
Greece,GRC,2003,0.327592,
Greece,GRC,2004,0.3358803,
Greece,GRC,2005,0.3459669,
Greece,GRC,2006,0.3512182,
Greece,GRC,2007,0.3395082,
Greece,GRC,2008,0.33587718,
Greece,GRC,2009,0.33614972,
Greece,GRC,2010,0.3409876,
Greece,GRC,2011,0.34841916,
Greece,GRC,2012,0.36250362,
Greece,GRC,2013,0.36127287,
Greece,GRC,2014,0.35804522,
Greece,GRC,2015,0.35996836,
Greece,GRC,2016,0.34956044,
Greece,GRC,2017,0.3435031,
Greece,GRC,2018,0.32890037,
Greece,GRC,2019,0.3310183,
Greece,GRC,2020,0.33558115,
Greece,GRC,2021,0.32939485,
Greece,GRC,2022,0.333736,
Greece,GRC,2023,0.3343871,Europe
Greenland,GRL,2023,,North America
Grenada,GRD,2018,0.4381641,
Grenada,GRD,2023,,North America
Guadeloupe,GLP,2023,,North America
Guam,GUM,2023,,Oceania
Guatemala,GTM,1986,0.5413272,
Guatemala,GTM,1989,0.5880921,
Guatemala,GTM,1998,0.493976,
Guatemala,GTM,2000,0.5417457,
Guatemala,GTM,2006,0.54540217,
Guatemala,GTM,2014,0.4832652,
Guatemala,GTM,2023,0.45212683,North America
Guernsey,GGY,2023,,Europe
Guinea,GIN,1991,0.4555829,
Guinea,GIN,1994,0.4608161,
Guinea,GIN,2002,0.43002704,
Guinea,GIN,2007,0.39355347,
Guinea,GIN,2012,0.33729705,
Guinea,GIN,2018,0.29591954,
Guinea,GIN,2023,,Africa
Guinea-Bissau,GNB,1991,0.5575031,
Guinea-Bissau,GNB,1993,0.4360943,
Guinea-Bissau,GNB,2002,0.35568836,
Guinea-Bissau,GNB,2010,0.5060209,
Guinea-Bissau,GNB,2018,0.34765232,
Guinea-Bissau,GNB,2021,0.33435068,
Guinea-Bissau,GNB,2023,,Africa
Guyana,GUY,1992,0.3946759,
Guyana,GUY,1998,0.4505283,
Guyana,GUY,2023,,South America
Haiti,HTI,2001,0.58991164,
Haiti,HTI,2012,0.60450804,
Haiti,HTI,2023,,North America
Honduras,HND,1989,0.5536728,
Honduras,HND,1990,0.5592856,
Honduras,HND,1991,0.5181965,
Honduras,HND,1992,0.518039,
Honduras,HND,1993,0.5344484,
Honduras,HND,1994,0.54991335,
Honduras,HND,1995,0.5546937,
Honduras,HND,1996,0.55696726,
Honduras,HND,1997,0.52727354,
Honduras,HND,1998,0.5728848,
Honduras,HND,1999,0.55214244,
Honduras,HND,2001,0.55351347,
Honduras,HND,2002,0.5570879,
Honduras,HND,2003,0.58078057,
Honduras,HND,2004,0.58092374,
Honduras,HND,2005,0.5947673,
Honduras,HND,2006,0.57524985,
Honduras,HND,2007,0.55815727,
Honduras,HND,2008,0.55489266,
Honduras,HND,2009,0.51281667,
Honduras,HND,2010,0.5308564,
Honduras,HND,2011,0.52553743,
Honduras,HND,2012,0.5336492,
Honduras,HND,2013,0.49958476,
Honduras,HND,2014,0.4987487,
Honduras,HND,2015,0.49248698,
Honduras,HND,2016,0.4979713,
Honduras,HND,2017,0.49444568,
Honduras,HND,2018,0.4892785,
Honduras,HND,2019,0.4816897,
Honduras,HND,2023,0.46826828,North America
Honduras,HND,2024,0.45676118,
Honduras (urban),,1986,0.5509298,
Hong Kong,HKG,2023,,Asia
Hungary,HUN,1987,0.20883092,
Hungary,HUN,1989,0.2504778,
Hungary,HUN,1991,0.2962293,
Hungary,HUN,1993,0.27938303,
Hungary,HUN,1994,0.33285597,
Hungary,HUN,1999,0.30219844,
Hungary,HUN,2004,0.29864356,
Hungary,HUN,2005,0.3472095,
Hungary,HUN,2006,0.2829602,
Hungary,HUN,2007,0.27881828,
Hungary,HUN,2008,0.27514026,
Hungary,HUN,2009,0.2695926,
Hungary,HUN,2010,0.29444122,
Hungary,HUN,2011,0.29157913,
Hungary,HUN,2012,0.3080251,
Hungary,HUN,2013,0.31504104,
Hungary,HUN,2014,0.30913037,
Hungary,HUN,2015,0.30407092,
Hungary,HUN,2016,0.3032402,
Hungary,HUN,2017,0.30582544,
Hungary,HUN,2023,,Europe
Iceland,ISL,2003,0.26836038,
Iceland,ISL,2004,0.2798185,
Iceland,ISL,2005,0.29002446,
Iceland,ISL,2006,0.3024501,
Iceland,ISL,2007,0.29470888,
Iceland,ISL,2008,0.3178928,
Iceland,ISL,2009,0.28656244,
Iceland,ISL,2010,0.26171297,
Iceland,ISL,2011,0.2683027,
Iceland,ISL,2012,0.26769423,
Iceland,ISL,2013,0.25402915,
Iceland,ISL,2014,0.27800417,
Iceland,ISL,2015,0.26787972,
Iceland,ISL,2016,0.27241105,
Iceland,ISL,2017,0.2613158,
Iceland,ISL,2018,0.2656501,
Iceland,ISL,2019,0.26802558,
Iceland,ISL,2023,,Europe
India,IND,1977,0.29687822,
India,IND,1983,0.27203676,
India,IND,1987,0.27531004,
India,IND,1993,0.26109812,
India,IND,2004,0.27682066,
India,IND,2009,0.27825886,
India,IND,2011,0.28776884,
India,IND,2022,0.25514996,
India,IND,2023,,Asia
Indonesia,IDN,1984,0.32302415,
Indonesia,IDN,1987,0.30412093,
Indonesia,IDN,1990,0.31069273,
Indonesia,IDN,1993,0.31754944,
Indonesia,IDN,1996,0.34213793,
Indonesia,IDN,1998,0.3085094,
Indonesia,IDN,1999,0.30788475,
Indonesia,IDN,2000,0.30306274,
Indonesia,IDN,2001,0.31165913,
Indonesia,IDN,2002,0.30163765,
Indonesia,IDN,2003,0.29323187,
Indonesia,IDN,2004,0.30416507,
Indonesia,IDN,2005,0.2990362,
Indonesia,IDN,2006,0.31524122,
Indonesia,IDN,2007,0.33231717,
Indonesia,IDN,2008,0.3263291,
Indonesia,IDN,2009,0.33432707,
Indonesia,IDN,2010,0.3458631,
Indonesia,IDN,2011,0.37925914,
Indonesia,IDN,2012,0.3714888,
Indonesia,IDN,2013,0.38926852,
Indonesia,IDN,2014,0.3877997,
Indonesia,IDN,2015,0.38207534,
Indonesia,IDN,2016,0.368857,
Indonesia,IDN,2017,0.3636789,
Indonesia,IDN,2018,0.36338645,
Indonesia,IDN,2019,0.35359862,
Indonesia,IDN,2020,0.35335615,
Indonesia,IDN,2021,0.35504764,
Indonesia,IDN,2022,0.3551203,
Indonesia,IDN,2023,0.3605703,Asia
Indonesia,IDN,2024,0.34894395,
Iran,IRN,1986,0.4741963,
Iran,IRN,1990,0.43604776,
Iran,IRN,1994,0.42998368,
Iran,IRN,1998,0.4409564,
Iran,IRN,2005,0.43558642,
Iran,IRN,2006,0.44752038,
Iran,IRN,2009,0.42050025,
Iran,IRN,2011,0.34661976,
Iran,IRN,2012,0.3442554,
Iran,IRN,2013,0.3396951,
Iran,IRN,2014,0.3481402,
Iran,IRN,2015,0.35264045,
Iran,IRN,2016,0.35912308,
Iran,IRN,2017,0.36693677,
Iran,IRN,2018,0.37419906,
Iran,IRN,2019,0.36482254,
Iran,IRN,2020,0.3584293,
Iran,IRN,2021,0.3546873,
Iran,IRN,2022,0.34803438,
Iran,IRN,2023,0.35884795,Asia
Iraq,IRQ,2006,0.28600612,
Iraq,IRQ,2012,0.29541856,
Iraq,IRQ,2023,0.2977404,Asia
Ireland,IRL,1987,0.35466203,
Ireland,IRL,1994,0.36914206,
Ireland,IRL,1995,0.3704509,
Ireland,IRL,1996,0.35622135,
Ireland,IRL,2000,0.33005205,
Ireland,IRL,2002,0.32290256,
Ireland,IRL,2003,0.3288742,
Ireland,IRL,2004,0.3360954,
Ireland,IRL,2005,0.3375395,
Ireland,IRL,2006,0.32727566,
Ireland,IRL,2007,0.31946576,
Ireland,IRL,2008,0.30905616,
Ireland,IRL,2009,0.32680154,
Ireland,IRL,2010,0.32294828,
Ireland,IRL,2011,0.32872188,
Ireland,IRL,2012,0.33220014,
Ireland,IRL,2013,0.33485678,
Ireland,IRL,2014,0.31874454,
Ireland,IRL,2015,0.3182037,
Ireland,IRL,2016,0.32807145,
Ireland,IRL,2017,0.31358722,
Ireland,IRL,2018,0.30602926,
Ireland,IRL,2019,0.3025755,
Ireland,IRL,2020,0.2922815,
Ireland,IRL,2021,0.29371855,
Ireland,IRL,2022,0.2991203,
Ireland,IRL,2023,0.2897247,Europe
Isle of Man,IMN,2023,,Europe
Israel,ISR,1979,0.36329976,
Israel,ISR,1986,0.3649054,
Israel,ISR,1992,0.35507256,
Israel,ISR,1997,0.38097107,
Israel,ISR,2001,0.38947663,
Israel,ISR,2002,0.39559424,
Israel,ISR,2003,0.4072257,
Israel,ISR,2004,0.414563,
Israel,ISR,2005,0.42267624,
Israel,ISR,2006,0.4155532,
Israel,ISR,2007,0.41098633,
Israel,ISR,2008,0.4164268,
Israel,ISR,2009,0.4263395,
Israel,ISR,2010,0.42559466,
Israel,ISR,2011,0.41444165,
Israel,ISR,2012,0.41302204,
Israel,ISR,2013,0.39870527,
Israel,ISR,2014,0.3975749,
Israel,ISR,2015,0.3971953,
Israel,ISR,2016,0.39013016,
Israel,ISR,2017,0.38202065,
Israel,ISR,2018,0.38577175,
Israel,ISR,2019,0.3828222,
Israel,ISR,2020,0.37773558,
Israel,ISR,2021,0.3789385,
Israel,ISR,2023,,Asia
Italy,ITA,1977,0.34006613,
Italy,ITA,1978,0.33277303,
Italy,ITA,1979,0.3326154,
Italy,ITA,1980,0.32899266,
Italy,ITA,1981,0.3157181,
Italy,ITA,1982,0.2923156,
Italy,ITA,1983,0.29767215,
Italy,ITA,1984,0.31334364,
Italy,ITA,1986,0.31162822,
Italy,ITA,1987,0.34179533,
Italy,ITA,1989,0.3210614,
Italy,ITA,1991,0.31049973,
Italy,ITA,1993,0.35086438,
Italy,ITA,1995,0.35210875,
Italy,ITA,1998,0.36652502,
Italy,ITA,2000,0.35244963,
Italy,ITA,2002,0.3469586,
Italy,ITA,2003,0.3492876,
Italy,ITA,2004,0.3429309,
Italy,ITA,2005,0.33831015,
Italy,ITA,2006,0.33694813,
Italy,ITA,2007,0.32888323,
Italy,ITA,2008,0.33767787,
Italy,ITA,2009,0.33833045,
Italy,ITA,2010,0.34716856,
Italy,ITA,2011,0.35053095,
Italy,ITA,2012,0.35151574,
Italy,ITA,2013,0.34905812,
Italy,ITA,2014,0.346525,
Italy,ITA,2015,0.35390204,
Italy,ITA,2016,0.3523976,
Italy,ITA,2017,0.35922337,
Italy,ITA,2018,0.35217443,
Italy,ITA,2019,0.34583676,
Italy,ITA,2020,0.3524098,
Italy,ITA,2021,0.34844652,
Italy,ITA,2022,0.33651528,
Italy,ITA,2023,0.34344622,Europe
Jamaica,JAM,1988,0.4315501,
Jamaica,JAM,1990,0.41113734,
Jamaica,JAM,1993,0.35673422,
Jamaica,JAM,1996,0.40394902,
Jamaica,JAM,1999,0.44078472,
Jamaica,JAM,2002,0.48315668,
Jamaica,JAM,2004,0.45457473,
Jamaica,JAM,2018,0.35333386,
Jamaica,JAM,2021,0.39874473,
Jamaica,JAM,2023,,North America
Japan,JPN,2008,0.34599212,
Japan,JPN,2009,0.32979482,
Japan,JPN,2010,0.3149226,
Japan,JPN,2011,0.32975632,
Japan,JPN,2012,0.32534882,
Japan,JPN,2013,0.31533545,
Japan,JPN,2014,0.31277955,
Japan,JPN,2015,0.3070093,
Japan,JPN,2016,0.31840593,
Japan,JPN,2017,0.31792736,
Japan,JPN,2018,0.32894954,
Japan,JPN,2019,0.32984936,
Japan,JPN,2020,0.32339275,
Japan,JPN,2023,,Asia
Jersey,JEY,2023,,Europe
Jordan,JOR,1986,0.3606143,
Jordan,JOR,1992,0.43099582,
Jordan,JOR,1997,0.36420527,
Jordan,JOR,2002,0.36954618,
Jordan,JOR,2006,0.33856255,
Jordan,JOR,2008,0.3257345,
Jordan,JOR,2010,0.3365573,
Jordan,JOR,2023,,Asia
Kazakhstan,KAZ,1993,0.32665735,
Kazakhstan,KAZ,1996,0.35378307,
Kazakhstan,KAZ,2001,0.35964486,
Kazakhstan,KAZ,2002,0.3481113,
Kazakhstan,KAZ,2003,0.33691478,
Kazakhstan,KAZ,2004,0.3183876,
Kazakhstan,KAZ,2005,0.3982598,
Kazakhstan,KAZ,2006,0.30243865,
Kazakhstan,KAZ,2007,0.30084056,
